Company Name,Profile Heading,About Company,Email,Contact,Toll Free Number,Main Address,Address Pin Code,Address URL,Company Registration Number,Country,State,City
Indus Law,Indus Law,,,,,"SENAPATI BAPAT MARG, LOWER PAREL",400013,,,India,Maharasthra,Mumbai
JSA Law,JSA Law,,,,,"B 303, 3RD FLOOR, ANSAL PLAZA, HUDCO PLACE, AUGUST KRANTI MARG",110049,,,India,New Delhi,New Delhi
Juris Arena,Juris Arena,,,,,"PRESTIGE CENTRE POINT', CUNNINGHAM ROAD",560052,,,India,Karnataka,Bangalore
Juris Corp,Juris Corp,,,,,"302, CENTURY BHAVAN, 3RD FLOOR DR ANNIE BESANT ROAD",400030,,,India,Maharasthra,Mumbai
Just Law,Just Law,,,,,"NO 24, KESHAVA NIVAS GANDHINAGAR
",560009,,,India,Karnataka,Bangalore
Kachwaha And partners,Kachwaha And partners,,,,,"1/6 SHANTI NIKETAN 
",110021,,,India,New Delhi,New Delhi
Khaitan and Co,Khaitan and Co,,,,,"TOWER 1, 841 SENAPATI BAPAT MARG",400013,,,India,Maharasthra,Mumbai
KIAA LLP,KIAA LLP,,,,,I-44 JUNGPURA EXT. ,110014,,,India,New Delhi,New Delhi
"King, Stubb And Kasiva","King, Stubb And Kasiva",,,,,"UNIT 14, GROUND FLOOR, DLF TOWER A, JASOLA",110025,,,India,New Delhi,New Delhi
Lall And Sethi,Lall And Sethi,,,,,"D-17, SOUTH EXTENSION - II IL",110049,,,India,New Delhi,New Delhi
Lawmen and white,Lawmen and white,,,,,"D-375, DEFENCE COLONY",110024,,,India,New Delhi,New Delhi
Law Point,Law Point,,,,,"301 VAIBHAV CHAMBERS BANDRA-KURLA COMPLEX, BANDRA (EAST) 

",400051,,,India,Maharasthra,Mumbai
Legacy Law Offices,Legacy Law Offices,,,,,"D-18, NEHRU ENCLAVE, KALKAJI 
",110019,,,India,New Delhi,New Delhi
Lex Counsel,Lex Counsel,,,,,"B-4/232, SAFDARJUNG ENCLAVE 
",110029,,,India,New Delhi,New Delhi
Luthra and Luthra,Luthra and Luthra,,,,,"1ST & 9TH FLOORS, ASHOKA ESTATE BARAKHAMBA ROAD


",110001,,,India,New Delhi,New Delhi
Mahendra Bhavsar And Co,Mahendra Bhavsar And Co,,,,,"B/201-204, 2ND FLOOR, ATMA HOUSE OPP LA-GAIIAR CHAMBERS, ASHRAM ROAD

",380009,,,India,Gujarat,Ahmedabad
Majumdar And Partners,Majumdar And Partners,,,,,"RAHEJA CHAMBERS, 2ND FLOOR FREE PRESS JOURNAL ROAD, NARIMAN POINT 

",400021,,,India,Maharasthra,Mumbai
Mansukhlal Hiralal And Company,Mansukhlal Hiralal And Company,,,,,"SURYA MAHAL 2ND FLOOR 5, BURJORJI BHARCHA MARG FORT
",400023,,,India,Maharasthra,Mumbai
Mehta And Mehta Associates,Mehta And Mehta Associates,,,,,"MEHTA HOUSE, B-474, SUSHANT LOK-I, SECTOR-27 
",122002,,,India,New Delhi,New Delhi
MZM Legal Advocates,MZM Legal Advocates,,,,,"DR. V.B.GANDHI MARG, KALAGHODA 
",400001,,,India,Maharasthra,Mumbai
Obhan And Associates,Obhan And Associates,,,,,"N-94, SECOND FLOOR PANCHSHILA PARK
",110017,,,India,New Delhi,New Delhi
P And A Law Offices,P And A Law Offices,,,,,"1ST FL. DR. GOPAL DAS BHAVAN 28 BARAKHAMBA RD.
",110001,,,India,New Delhi,New Delhi
Phoenix Legal,Phoenix Legal,,,,,"1-3 FLOOR, 254 , OKHLA PHASE 3
",110020,,,India,New Delhi,New Delhi
PSA,PSA,,,,,"14A&B HANSALAYA 15 BARAKHAMBA ROAD
",110001,,,India,New Delhi,New Delhi
Rahul Chaudhry And Partners,Rahul Chaudhry And Partners,,,,,"RYC HOUSE PLOT, NO. B-28, SECTOR 32 INSTITUTIONAL AREA",12202,,,India,New Delhi,New Delhi
Remfry And Sugar,Remfry And Sugar,,,,,"REMFRY HOUSE AT THE MILLENNIUM PLAZA SECTOR 27

",12209,,,India,New Delhi,New Delhi
RNCLegal,RNCLegal,,,,,"MAULSERI HOUSE 7 KAPASHERA ESTATE

",110037,,,India,New Delhi,New Delhi
Royzz And Co Attorneys at Law,Royzz And Co Attorneys at Law,,,,,"D-214 FLORAL DECK PLAZA OFF MIDC CENTRAL RD, ANDHERI EAST
",400093,,,India,Maharasthra,Mumbai
S And A Law Offices,S And A Law Offices,,,,,"THIRD FLOOR, S&A TOWER, PLOT NO 5,6,7, UDYOG VIHAR, PHASE-4
",122015,,,India,Punjab,Gurugram
SS Rana And Co,SS Rana And Co,,,,,"317 LAWYERS' CHAMBERS HIGH COURT OF DELHI
",110003,,,India,New Delhi,New Delhi
Sagus Legal,Sagus Legal,,,,,"S-35B, FIRST FLOOR PANCHSHEEL PARK",110017,,,India,New Delhi,New Delhi
Sim And San,Sim And San,,,,,"A-12, GULMOHAR PARK, 110049",110049,,,India,West Bengal,Kolkata
Singh And Singh Law Firm,Singh And Singh Law Firm,,,,,C-139 DEFENCE COLONY ,110024,,,India,New Delhi,New Delhi
Singularity Legal,Singularity Legal,,,,,"113-B, MITTAL COURT NARIMAN POINT

",400021,,,India,Maharasthra,Mumbai
SNG And Partners,SNG And Partners,,,,,"9TH FLOOR, NEHRU CENTRE, DR. ANNIE BESANT ROAD,
WORLI
",400018,,,India,Maharasthra,Mumbai
Spectrum Legal,Spectrum Legal,,,,,"101, 30/A, 1 ST FLOOR PROMENADE ROAD",560005,,,India,Karnataka,Bangalore
Stratage Law,Stratage Law,,,,,"156 ABC MAKER CHAMBERS III
NARIMAN POINT
",400021,,,India,Maharasthra,Mumbai
Swarup And Company,Swarup And Company,,,,,"6TH FLOOR, JK BUILDING VIPPS CENTRE, NO 2 MASJID MOTH, LSC GREATER KAILASH-II

",110048,,,India,New Delhi,New Delhi
Talwar Thakore And Associates,Talwar Thakore And Associates,,,,,"3RD FLOOR, KALPATARU HERITAGE 127 M G ROAD FORT

",400001,,,India,Maharasthra,Mumbai
Titus And Co.,Titus And Co.,,,,,"R-77A, GREATER KAILASH PART-I 
",110048,,,India,New Delhi,New Delhi
TMT Law Practice,TMT Law Practice,,,,,"C-2/39 | SAFDARJUNG DEVELOPMENT AREA 
",110016,,,India,New Delhi,New Delhi
Tuli And Co,Tuli And Co,,,,,"LEVEL 14, OFFICE B MAX TOWERS SECTOR 16B

",201301,,,India,Uttar Pradesh,Noida
UJ Legal LLP,UJ Legal LLP,,,,,"212, RATTAN JYOTI, SECTOR 4 VAISHALI
",201010,,,India,Uttar Pradesh,Noida
ZBA,ZBA,,,,,"412 RAHEJA CHAMBERS 213 NARIMAN POINT

",400021,,,India,Maharasthra,Mumbai
Provakil,Provakil,,,,,"B-704, Amar Business Zone, Baner",411045,,,India,Maharasthra,Mumbai
Legistify,Legistify,,,,,"1st Floor, Plot 113, Sec Haryana 122003 44, Gurugram ",122003,,,India,Punjab,Gurugram
Spotdraft,Spotdraft,,,,,"4th Floor, UrbanVault, 97, 17th Cross Road, Sector 4, HSR Layout",560102,,,India,Karnataka,Bangalore
Volody,Volody,,,,,"Eco House 604, Vishveshwar Nagar Rd, Churi Wadi, Goregaon",400063,,,India,Maharasthra,Mumbai
Quant Legal Tech,Quant Legal Tech,,,,,"25/2, 8TH Floor, SN Towers MG Road",560001,,,India,Karnataka,Bangalore
Mike Legal,Mike Legal,,,,,"Town House, D-1 Uniworld City Sector-30",122001,,,India,Punjab,Gurugram
VakilSearch,VakilSearch,,,,,"2nd floor, B-Block, BHIVE Workspace - No.112, AKR Tech Park, 'A' and 7th Mile Hosur Rd, Krishna Reddy Industrial Area",560068,,,India,Karnataka,Bangalore
